Date	Year	Month	Day	"FLW-01 SW Discharge, mgd"	"Calculated Total Reuse, mgd"
2/19/2021	2021	2	19	16.64	8.99
2/20/2021	2021	2	20	11.81	12.53
2/21/2021	2021	2	21	16.24	9.58
2/22/2021	2021	2	22	14.78	9.07
2/23/2021	2021	2	23	11.5	11.6
2/24/2021	2021	2	24	10.4	12.26
2/25/2021	2021	2	25	11.38	10.98
2/26/2021	2021	2	26	10.93	11.26
2/27/2021	2021	2	27	9.25	12.95
2/28/2021	2021	2	28	13.41	11.25
3/1/2021	2021	3	1	8.36	13.66
3/2/2021	2021	3	2	8.34	13.12
3/3/2021	2021	3	3	8.94	12.32
3/4/2021	2021	3	4	9.66	11.2
3/5/2021	2021	3	5	8.66	12.55
3/6/2021	2021	3	6	9.47	10.95
3/7/2021	2021	3	7	11.02	10.66
3/8/2021	2021	3	8	8.34	12.07
3/9/2021	2021	3	9	6.91	13.6
3/10/2021	2021	3	10	6.06	14.55
3/11/2021	2021	3	11	4.35	16.03
3/12/2021	2021	3	12	6.17	14.44
3/13/2021	2021	3	13	6.22	14.31
3/14/2021	2021	3	14	6.23	14.18
3/15/2021	2021	3	15	6.32	13.28
3/16/2021	2021	3	16	3.42	17.03
3/17/2021	2021	3	17	5.18	15.52
3/18/2021	2021	3	18	6.31	14.46
3/19/2021	2021	3	19	10.85	10.79
3/20/2021	2021	3	20	9.5	11.73
3/21/2021	2021	3	21	10.21	11.29
3/22/2021	2021	3	22	7.7	13.19
3/23/2021	2021	3	23	6.56	14.52
3/24/2021	2021	3	24	5.13	15.86
3/25/2021	2021	3	25	6.81	14.08
3/26/2021	2021	3	26	7.03	13.59
3/27/2021	2021	3	27	5.22	15.38
3/28/2021	2021	3	28	7.74	14.41
3/29/2021	2021	3	29	4.43	16.12
3/30/2021	2021	3	30	4.81	16.03
3/31/2021	2021	3	31	4.5	16.27
4/1/2021	2021	4	1	5.29	15.43
4/2/2021	2021	4	2	7.36	13.34
4/3/2021	2021	4	3	6.23	14.26
4/4/2021	2021	4	4	6.61	13.38
4/5/2021	2021	4	5	4.91	15.42
4/6/2021	2021	4	6	4.91	15.45
4/7/2021	2021	4	7	4.15	16.19
4/8/2021	2021	4	8	3.24	16.08
4/9/2021	2021	4	9	5.79	14.86
4/10/2021	2021	4	10	6.44	13.88
4/11/2021	2021	4	11	17.41	10.07
4/12/2021	2021	4	12	12.99	13.4
4/13/2021	2021	4	13	10.82	13.42
4/14/2021	2021	4	14	8.3	14.86
4/15/2021	2021	4	15	8.24	14.51
4/16/2021	2021	4	16	9.17	13.77
4/17/2021	2021	4	17	8.28	13.82
4/18/2021	2021	4	18	12.15	11.5
4/19/2021	2021	4	19	9.5	12.67
4/20/2021	2021	4	20	10.81	11.52
4/21/2021	2021	4	21	9.06	13.25
4/22/2021	2021	4	22	8.3	13.25
4/23/2021	2021	4	23	6.08	14.41
4/24/2021	2021	4	24	8.08	13.48
4/25/2021	2021	4	25	7.9	13.11
4/26/2021	2021	4	26	5.33	14.93
4/27/2021	2021	4	27	4.14	15.77
4/28/2021	2021	4	28	4.12	15.69
4/29/2021	2021	4	29	4.04	15.89
4/30/2021	2021	4	30	3.46	16.49
5/1/2021	2021	5	1	3.86	16.67
5/2/2021	2021	5	2	5.02	15.31
5/3/2021	2021	5	3	3.41	16.28
5/4/2021	2021	5	4	2.43	17.14
5/5/2021	2021	5	5	0.01	19.54
5/6/2021	2021	5	6	2.67	16.75
5/7/2021	2021	5	7	2.29	16.93
5/8/2021	2021	5	8	3.22	15.43
5/9/2021	2021	5	9	3.58	17.46
5/10/2021	2021	5	10	0	19.29
5/11/2021	2021	5	11	0	19.07
5/12/2021	2021	5	12	0	18.39
5/13/2021	2021	5	13	0	18.63
5/14/2021	2021	5	14	2.1	17.32
5/15/2021	2021	5	15	1.2	17.79
5/16/2021	2021	5	16	0.44	17.44
5/17/2021	2021	5	17	0	18.34
5/18/2021	2021	5	18	0	18.84
5/19/2021	2021	5	19	0	19.61
5/20/2021	2021	5	20	0	18.33
5/21/2021	2021	5	21	0	17.97
5/22/2021	2021	5	22	0	18.75
5/23/2021	2021	5	23	0	19.46
5/24/2021	2021	5	24	0	18.21
5/25/2021	2021	5	25	0	19.04
5/26/2021	2021	5	26	0	18.25
5/27/2021	2021	5	27	0	18.36
5/28/2021	2021	5	28	0	18.49
5/29/2021	2021	5	29	0	17.89
5/30/2021	2021	5	30	0	18.01
5/31/2021	2021	5	31	0	18.22
6/1/2021	2021	6	1	0	18.29
6/2/2021	2021	6	2	0	19.39
6/3/2021	2021	6	3	0	18.48
6/4/2021	2021	6	4	0	18.46
6/5/2021	2021	6	5	0	17.95
6/6/2021	2021	6	6	0	17.83
6/7/2021	2021	6	7	0	18.84
6/8/2021	2021	6	8	0	18.65
6/9/2021	2021	6	9	0	18.47
6/10/2021	2021	6	10	0	18.42
6/11/2021	2021	6	11	0	18.43
6/12/2021	2021	6	12	0	17.7
6/13/2021	2021	6	13	0	17.95
6/14/2021	2021	6	14	0	18.43
6/15/2021	2021	6	15	0	18.64
6/16/2021	2021	6	16	2.58	16.41
6/17/2021	2021	6	17	7.52	13.32
6/18/2021	2021	6	18	6.76	13.14
6/19/2021	2021	6	19	4	15.32
6/20/2021	2021	6	20	7.43	13.22
6/21/2021	2021	6	21	3.21	16.32
6/22/2021	2021	6	22	0.24	19.04
6/23/2021	2021	6	23	0	19.65
6/24/2021	2021	6	24	16.22	11.53
6/25/2021	2021	6	25	29.6	10.64
6/26/2021	2021	6	26	10.68	13.55
6/27/2021	2021	6	27	11.5	11.73
6/28/2021	2021	6	28	9.15	13.5
6/29/2021	2021	6	29	9.71	13.3
6/30/2021	2021	6	30	15.22	12.56
7/1/2021	2021	7	1	16.81	9.94
7/2/2021	2021	7	2	13.86	10.3
7/3/2021	2021	7	3	15.78	11.2
7/4/2021	2021	7	4	18.09	9.53
7/5/2021	2021	7	5	17.6	8.76
7/6/2021	2021	7	6	19.11	10.48
7/7/2021	2021	7	7	27.66	8.52
7/8/2021	2021	7	8	21.36	8.35
7/9/2021	2021	7	9	18.06	9.12
7/10/2021	2021	7	10	17.08	9.65
7/11/2021	2021	7	11	14.69	11.56
7/12/2021	2021	7	12	16.77	9.63
7/13/2021	2021	7	13	15.18	11.64
7/14/2021	2021	7	14	17.36	11.04
7/15/2021	2021	7	15	15.79	9.86
7/16/2021	2021	7	16	17.88	9.44
7/17/2021	2021	7	17	14.68	10.34
7/18/2021	2021	7	18	16.62	9.66
7/19/2021	2021	7	19	10.67	12.79
7/20/2021	2021	7	20	8.24	14.69
7/21/2021	2021	7	21	7.74	14.78
7/22/2021	2021	7	22	6.85	15.31
7/23/2021	2021	7	23	7.97	14.01
7/24/2021	2021	7	24	6.93	15.04
7/25/2021	2021	7	25	7.51	13.97
7/26/2021	2021	7	26	7.1	14.36
7/27/2021	2021	7	27	5.53	16.83
7/28/2021	2021	7	28	10.91	12.87
7/29/2021	2021	7	29	11.94	11.82
7/30/2021	2021	7	30	10.92	11.98
7/31/2021	2021	7	31	7.65	14.47
8/1/2021	2021	8	1	7.6	14.12
8/2/2021	2021	8	2	6.27	15.42
8/3/2021	2021	8	3	10.56	13.4
8/4/2021	2021	8	4	33.2	6.08
8/5/2021	2021	8	5	25.99	7.5
8/6/2021	2021	8	6	25.22	7.19
8/7/2021	2021	8	7	21.24	9.61
8/8/2021	2021	8	8	14.06	11.43
8/9/2021	2021	8	9	8.7	16.78
8/10/2021	2021	8	10	18.56	11.27
8/11/2021	2021	8	11	29.64	9.08
8/12/2021	2021	8	12	29.73	7.74
8/13/2021	2021	8	13	28.12	7.32
8/14/2021	2021	8	14	26.46	7.29
8/15/2021	2021	8	15	25.85	6.59
8/16/2021	2021	8	16	32.11	3.89
8/17/2021	2021	8	17	26.13	7.51
8/18/2021	2021	8	18	24.53	8.26
8/19/2021	2021	8	19	22.34	7.97
8/20/2021	2021	8	20	19.61	8.24
8/21/2021	2021	8	21	23.53	8.58
8/22/2021	2021	8	22	16	10.75
8/23/2021	2021	8	23	19.43	9.09
8/24/2021	2021	8	24	15.92	9.59
8/25/2021	2021	8	25	12.98	11.15
8/26/2021	2021	8	26	15.41	9.21
8/27/2021	2021	8	27	13.39	11.33
8/28/2021	2021	8	28	16.14	11.45
8/29/2021	2021	8	29	13.88	13.5
8/30/2021	2021	8	30	11.38	14.18
8/31/2021	2021	8	31	7.46	19.88
9/1/2021	2021	9	1	29.32	14.78
9/2/2021	2021	9	2	33.62	9.49
9/3/2021	2021	9	3	26.97	10.04
9/4/2021	2021	9	4	22.9	11.55
9/5/2021	2021	9	5	23.51	9.82
9/6/2021	2021	9	6	19.54	11.46
9/7/2021	2021	9	7	21.66	12.39
9/8/2021	2021	9	8	18.85	13.58
9/9/2021	2021	9	9	15.95	13.98
9/10/2021	2021	9	10	18.04	12.08
9/11/2021	2021	9	11	19.44	9.13
9/12/2021	2021	9	12	18.01	8.98
9/13/2021	2021	9	13	15.13	12.17
9/14/2021	2021	9	14	20.59	11.67
9/15/2021	2021	9	15	26.42	10.31
9/16/2021	2021	9	16	23.18	10.35
9/17/2021	2021	9	17	24.78	9.54
9/18/2021	2021	9	18	23.71	9.21
9/19/2021	2021	9	19	23	9.26
9/20/2021	2021	9	20	23.44	9.29
9/21/2021	2021	9	21	21.38	10.67
9/22/2021	2021	9	22	20.08	10.52
9/23/2021	2021	9	23	16.48	12.48
9/24/2021	2021	9	24	13.76	13.23
9/25/2021	2021	9	25	15.47	10.62
9/26/2021	2021	9	26	14.53	10.63
9/27/2021	2021	9	27	11.97	12.94
9/28/2021	2021	9	28	7.44	16.64
9/29/2021	2021	9	29	7.13	16.3
9/30/2021	2021	9	30	7.46	15.48
10/1/2021	2021	10	1	7.38	13.81
10/2/2021	2021	10	2	7.73	12.97
10/3/2021	2021	10	3	10.95	11.56
10/4/2021	2021	10	4	3	17.91
10/5/2021	2021	10	5	5.34	15.29
10/6/2021	2021	10	6	4.28	17.4
10/7/2021	2021	10	7	4.73	16.63
10/8/2021	2021	10	8	5.23	16.13
10/9/2021	2021	10	9	7.8	13.56
10/10/2021	2021	10	10	7.96	14.71
10/11/2021	2021	10	11	6.35	16.66
10/12/2021	2021	10	12	4.59	16.88
10/13/2021	2021	10	13	2.89	17.41
10/14/2021	2021	10	14	5.07	15.19
10/15/2021	2021	10	15	2.23	17.96
10/16/2021	2021	10	16	3.18	16.51
10/17/2021	2021	10	17	5.48	14.65
10/18/2021	2021	10	18	4.46	16.06
10/19/2021	2021	10	19	4.04	16.04
10/20/2021	2021	10	20	2.15	17.5
10/21/2021	2021	10	21	2.29	17.32
10/22/2021	2021	10	22	6	13.66
10/23/2021	2021	10	23	2.3	17.12
10/24/2021	2021	10	24	3.54	15.85
10/25/2021	2021	10	25	6.5	13.61
10/26/2021	2021	10	26	5.44	14.76
10/27/2021	2021	10	27	4.68	14.85
10/28/2021	2021	10	28	6.38	12.98
10/29/2021	2021	10	29	5.52	13.87
10/30/2021	2021	10	30	6.81	12.61
10/31/2021	2021	10	31	6.61	12.8
11/1/2021	2021	11	1	4.86	14.33
11/2/2021	2021	11	2	2.98	16.34
11/3/2021	2021	11	3	3.49	15.93
11/4/2021	2021	11	4	2.21	16.82
11/5/2021	2021	11	5	14.22	9.98
11/6/2021	2021	11	6	14.06	12.49
11/7/2021	2021	11	7	13.15	11.28
11/8/2021	2021	11	8	11.86	11.57
11/9/2021	2021	11	9	7.81	14.75
11/10/2021	2021	11	10	5.96	16.29
11/11/2021	2021	11	11	7.49	14.92
11/12/2021	2021	11	12	7.38	14.26
11/13/2021	2021	11	13	9.96	11.47
11/14/2021	2021	11	14	7.74	13.86
11/15/2021	2021	11	15	6.36	14.81
11/16/2021	2021	11	16	7.58	13.27
11/17/2021	2021	11	17	4.26	16.31
11/18/2021	2021	11	18	6.15	14.4
11/19/2021	2021	11	19	7.08	13.28
11/20/2021	2021	11	20	8.11	11.57
11/21/2021	2021	11	21	5.51	14.65
11/22/2021	2021	11	22	8.27	11.97
11/23/2021	2021	11	23	5.89	14.17
11/24/2021	2021	11	24	4.95	14.9
11/25/2021	2021	11	25	7.7	11.97
11/26/2021	2021	11	26	5.3	13.75
11/27/2021	2021	11	27	6.72	12.27
11/28/2021	2021	11	28	4.39	14.74
11/29/2021	2021	11	29	7.06	12.63
11/30/2021	2021	11	30	4.48	14.89
12/1/2021	2021	12	1	2.9	16.25
12/2/2021	2021	12	2	4.9	14.39
12/3/2021	2021	12	3	5.13	14.04
12/4/2021	2021	12	4	2.14	16.82
12/5/2021	2021	12	5	6.19	12.71
12/6/2021	2021	12	6	5.42	13.25
12/7/2021	2021	12	7	4.88	14.38
12/8/2021	2021	12	8	3.91	15.23
12/9/2021	2021	12	9	5.47	14.14
12/10/2021	2021	12	10	5.35	14.04
12/11/2021	2021	12	11	4.75	14.36
12/12/2021	2021	12	12	9.42	10.24
12/13/2021	2021	12	13	4.88	14.75
12/14/2021	2021	12	14	4.34	14.57
12/15/2021	2021	12	15	3.19	15.71
12/16/2021	2021	12	16	3.3	15.93
12/17/2021	2021	12	17	5.97	13.27
12/18/2021	2021	12	18	4.01	15.86
12/19/2021	2021	12	19	7.43	12.56
12/20/2021	2021	12	20	6.72	12.73
12/21/2021	2021	12	21	6.72	10.55
12/22/2021	2021	12	22	9.93	11.19
12/23/2021	2021	12	23	8.71	11.46
12/24/2021	2021	12	24	8.61	11.65
12/25/2021	2021	12	25	8.35	10.84
12/26/2021	2021	12	26	6	14.02
12/27/2021	2021	12	27	8.9	12.14
12/28/2021	2021	12	28	5.55	15.81
12/29/2021	2021	12	29	6.64	14.37
12/30/2021	2021	12	30	6.81	14.03
12/31/2021	2021	12	31	7.05	14.36
1/1/2022	2022	1	1	6.81	12.68
1/2/2022	2022	1	2	10.43	10.16
1/3/2022	2022	1	3	6.65	13.37
1/4/2022	2022	1	4	5.89	14.89
1/5/2022	2022	1	5	5.02	15.44
1/6/2022	2022	1	6	6.64	14.06
1/7/2022	2022	1	7	6.72	13.63
1/8/2022	2022	1	8	5.42	15.07
1/9/2022	2022	1	9	7.69	13.45
1/10/2022	2022	1	10	6.73	13.79
1/11/2022	2022	1	11	7.08	12.73
1/12/2022	2022	1	12	2.63	16.77
1/13/2022	2022	1	13	4.48	14.82
1/14/2022	2022	1	14	6.79	10.64
1/15/2022	2022	1	15	3.71	15.28
1/16/2022	2022	1	16	11.98	7.86
1/17/2022	2022	1	17	8.57	20.64
1/18/2022	2022	1	18	6.92	23.1
1/19/2022	2022	1	19	5.17	23.08
1/20/2022	2022	1	20	6.11	23.09
1/21/2022	2022	1	21	5.67	23.25
1/22/2022	2022	1	22	4.18	23.91
1/23/2022	2022	1	23	9.47	24.26
1/24/2022	2022	1	24	8.46	23.81
1/25/2022	2022	1	25	7.14	23.07
1/26/2022	2022	1	26	9.62	11.87
1/27/2022	2022	1	27	10.73	9.89
1/28/2022	2022	1	28	10.46	10.33
1/29/2022	2022	1	29	9.33	24.31
1/30/2022	2022	1	30	9.86	25.1
1/31/2022	2022	1	31	9.37	16.42
2/1/2022	2022	2	1	6.64	13.21
2/2/2022	2022	2	2	5.27	14.75
2/3/2022	2022	2	3	6.33	13.95
2/4/2022	2022	2	4	6.46	13.71
2/5/2022	2022	2	5	5.89	13.59
2/6/2022	2022	2	6	8.78	10.65
2/7/2022	2022	2	7	9.07	10.8
2/8/2022	2022	2	8	8.16	11.75
2/9/2022	2022	2	9	9.34	10.76
2/10/2022	2022	2	10	9.65	10.49
2/11/2022	2022	2	11	8.39	11.87
2/12/2022	2022	2	12	6.17	13.69
2/13/2022	2022	2	13	10.76	9.37
2/14/2022	2022	2	14	8.94	11.17
2/15/2022	2022	2	15	7.01	12.75
2/16/2022	2022	2	16	4.09	15.05
2/17/2022	2022	2	17	6.24	13.09
2/18/2022	2022	2	18	7.31	12.4
2/19/2022	2022	2	19	6.44	11.31
2/20/2022	2022	2	20	7.62	10.95
2/21/2022	2022	2	21	7.75	10.11
2/22/2022	2022	2	22	5.95	13.12
2/23/2022	2022	2	23	5.18	16.2
2/24/2022	2022	2	24	5.02	15.52
2/25/2022	2022	2	25	6.14	14.39
2/26/2022	2022	2	26	3.1	15.41
2/27/2022	2022	2	27	5.29	13.55
2/28/2022	2022	2	28	9	10.21
3/1/2022	2022	3	1	5.69	13.2
3/2/2022	2022	3	2	2.7	15.99
3/3/2022	2022	3	3	5	14.07
3/4/2022	2022	3	4	4.3	14.43
3/5/2022	2022	3	5	4.3	14
3/6/2022	2022	3	6	3.17	15.2
3/7/2022	2022	3	7	6.5	12.89
3/8/2022	2022	3	8	4.52	15.54
3/9/2022	2022	3	9	4.08	15.84
3/10/2022	2022	3	10	6.3	13.7
3/11/2022	2022	3	11	7.49	13.06
3/12/2022	2022	3	12	8.43	12.5
3/13/2022	2022	3	13	8.32	11.72
3/14/2022	2022	3	14	8.05	12.29
3/15/2022	2022	3	15	6.65	13.81
3/16/2022	2022	3	16	8.45	13.42
3/17/2022	2022	3	17	9.37	12.19
3/18/2022	2022	3	18	7.83	13.72
3/19/2022	2022	3	19	6.78	13.79
3/20/2022	2022	3	20	7.54	12.79
3/21/2022	2022	3	21	6.82	14.18
3/22/2022	2022	3	22	4.58	16.22
3/23/2022	2022	3	23	5.89	14.36
3/24/2022	2022	3	24	11.22	11.42
3/25/2022	2022	3	25	11.25	10.88
3/26/2022	2022	3	26	9.29	12.02
3/27/2022	2022	3	27	9.79	11.25
3/28/2022	2022	3	28	5.63	15.84
3/29/2022	2022	3	29	6.01	15.45
3/30/2022	2022	3	30	5.33	15.97
3/31/2022	2022	3	31	9.72	11.57
4/1/2022	2022	4	1	11.5	12.02
4/2/2022	2022	4	2	12.42	12.24
4/3/2022	2022	4	3	19.01	8.13
4/4/2022	2022	4	4	10.39	14.64
4/5/2022	2022	4	5	10.95	13.62
4/6/2022	2022	4	6	10.11	13.97
4/7/2022	2022	4	7	14.73	11.87
4/8/2022	2022	4	8	16.26	10.7
4/9/2022	2022	4	9	13.47	11.16
4/10/2022	2022	4	10	11.06	12.64
4/11/2022	2022	4	11	11.93	11.51
4/12/2022	2022	4	12	7.38	16.34
4/13/2022	2022	4	13	8.58	15.79
4/14/2022	2022	4	14	4.55	17.83
4/15/2022	2022	4	15	3.26	18.94
4/16/2022	2022	4	16	6.3	14.91
4/17/2022	2022	4	17	7.46	13.47
4/18/2022	2022	4	18	6.53	15.09
4/19/2022	2022	4	19	7.41	15.19
4/20/2022	2022	4	20	3.95	18.17
4/21/2022	2022	4	21	0.34	20.84
4/22/2022	2022	4	22	4.49	16.28
4/23/2022	2022	4	23	3.3	16.62
4/24/2022	2022	4	24	4.05	16.36
4/25/2022	2022	4	25	3.28	17.38
4/26/2022	2022	4	26	2.73	17.6
4/27/2022	2022	4	27	1.86	18.47
4/28/2022	2022	4	28	1.84	18.74
4/29/2022	2022	4	29	4.9	16.18
4/30/2022	2022	4	30	9.56	13.39
5/1/2022	2022	5	1	8.94	13.32
5/2/2022	2022	5	2	6.98	14.78
5/3/2022	2022	5	3	4.57	16.89
5/4/2022	2022	5	4	3.37	18.05
5/5/2022	2022	5	5	4.98	16.24
5/6/2022	2022	5	6	3.79	17.26
5/7/2022	2022	5	7	7.29	14.71
5/8/2022	2022	5	8	7.69	13.41
5/9/2022	2022	5	9	5.28	16.08
5/10/2022	2022	5	10	5.48	15.48
5/11/2022	2022	5	11	3.34	17.35
5/12/2022	2022	5	12	4.25	16.22
5/13/2022	2022	5	13	3.11	17.25
5/14/2022	2022	5	14	4.12	16.06
5/15/2022	2022	5	15	3.57	16.51
5/16/2022	2022	5	16	5.5	14.85
5/17/2022	2022	5	17	2.81	17.49
5/18/2022	2022	5	18	1.86	18.23
5/19/2022	2022	5	19	2.38	17.75
5/20/2022	2022	5	20	5.42	14.47
5/21/2022	2022	5	21	5.46	13.96
5/22/2022	2022	5	22	3.77	16.09
5/23/2022	2022	5	23	4.37	15.69
5/24/2022	2022	5	24	3.97	16.17
5/25/2022	2022	5	25	3.34	16.35
5/26/2022	2022	5	26	3.57	16.22
5/27/2022	2022	5	27	5.39	14.13
5/28/2022	2022	5	28	4.13	14.65
5/29/2022	2022	5	29	5.57	12.91
5/30/2022	2022	5	30	3.86	15
5/31/2022	2022	5	31	6.13	14.13
6/1/2022	2022	6	1	7.68	12.66
6/2/2022	2022	6	2	7.73	12.47
6/3/2022	2022	6	3	3.92	16.32
6/4/2022	2022	6	4	6.87	12.74
6/5/2022	2022	6	5	7.17	13.08
6/6/2022	2022	6	6	5.11	15.21
6/7/2022	2022	6	7	5.34	14.66
6/8/2022	2022	6	8	4.83	15.13
6/9/2022	2022	6	9	3.38	16.61
6/10/2022	2022	6	10	5.5	14.13
6/11/2022	2022	6	11	5.65	13.98
6/12/2022	2022	6	12	6.73	12.8
6/13/2022	2022	6	13	5.81	14.11
6/14/2022	2022	6	14	6.59	13.26
6/15/2022	2022	6	15	2.63	17.32
6/16/2022	2022	6	16	3.32	16.24
6/17/2022	2022	6	17	3.86	15.89
6/18/2022	2022	6	18	2.75	16.14
6/19/2022	2022	6	19	2.62	16.16
6/20/2022	2022	6	20	5.97	13.08
6/21/2022	2022	6	21	5.27	14.11
6/22/2022	2022	6	22	3.22	16.35
6/23/2022	2022	6	23	2.31	17.23
6/24/2022	2022	6	24	3.94	15.61
6/25/2022	2022	6	25	2.81	15.78
6/26/2022	2022	6	26	6.77	13.58
6/27/2022	2022	6	27	9.67	12.49
6/28/2022	2022	6	28	9.46	13.3
6/29/2022	2022	6	29	8.64	13.47
6/30/2022	2022	6	30	6.6	15.04
7/1/2022	2022	7	1	10.69	11.8
7/2/2022	2022	7	2	8.42	13.52
7/3/2022	2022	7	3	10.75	10.89
7/4/2022	2022	7	4	9.24	12.76
7/5/2022	2022	7	5	7.91	13.8
7/6/2022	2022	7	6	8.03	13.96
7/7/2022	2022	7	7	6.61	15.09
7/8/2022	2022	7	8	6.16	15.71
7/9/2022	2022	7	9	7.91	13.17
7/10/2022	2022	7	10	8.43	12.92
7/11/2022	2022	7	11	10.54	12.61
7/12/2022	2022	7	12	9.22	13.67
7/13/2022	2022	7	13	8.21	13.99
7/14/2022	2022	7	14	8.07	14.79
7/15/2022	2022	7	15	11.59	12.18
7/16/2022	2022	7	16	12.6	11.98
7/17/2022	2022	7	17	14.62	9.92
7/18/2022	2022	7	18	11.16	12.97
7/19/2022	2022	7	19	10.78	13.09
7/20/2022	2022	7	20	7.34	16.07
7/21/2022	2022	7	21	7.45	15.58
7/22/2022	2022	7	22	7.06	15.33
7/23/2022	2022	7	23	11.86	11.15
7/24/2022	2022	7	24	12.67	10.88
7/25/2022	2022	7	25	8.27	14.68
7/26/2022	2022	7	26	13.11	11.83
7/27/2022	2022	7	27	12.21	14.21
7/28/2022	2022	7	28	10.89	14.01
7/29/2022	2022	7	29	10.03	13.74
7/30/2022	2022	7	30	9.58	12.78
7/31/2022	2022	7	31	5.36	16.64
8/1/2022	2022	8	1	9.7	12.54
8/2/2022	2022	8	2	8.79	13.41
8/3/2022	2022	8	3	4.53	18.35
8/4/2022	2022	8	4	12.18	10.89
8/5/2022	2022	8	5	7.77	16.46
8/6/2022	2022	8	6	11.14	12.39
8/7/2022	2022	8	7	7.7	15.58
8/8/2022	2022	8	8	15.24	11.64
8/9/2022	2022	8	9	16.87	13.96
8/10/2022	2022	8	10	15.62	13.7
8/11/2022	2022	8	11	16.85	23.24
8/12/2022	2022	8	12	13.73	14.05
8/13/2022	2022	8	13	13.19	11.74
8/14/2022	2022	8	14	12.9	11.62
8/15/2022	2022	8	15	11	12.91
8/16/2022	2022	8	16	9.53	14.49
8/17/2022	2022	8	17	9.82	13.58
8/18/2022	2022	8	18	8.43	14.89
8/19/2022	2022	8	19	10.02	12.61
8/20/2022	2022	8	20	7.44	14.23
8/21/2022	2022	8	21	7.72	14.98
8/22/2022	2022	8	22	9.2	13.82
8/23/2022	2022	8	23	6.63	16.51
8/24/2022	2022	8	24	7.86	15.56
8/25/2022	2022	8	25	10.29	13.77
8/26/2022	2022	8	26	10.34	13.61
8/27/2022	2022	8	27	10.87	12.57
8/28/2022	2022	8	28	12.48	12.65
8/29/2022	2022	8	29	19.17	10.86
8/30/2022	2022	8	30	16.39	13.28
8/31/2022	2022	8	31	13.11	13.86
9/1/2022	2022	9	1		
9/2/2022	2022	9	2		
9/3/2022	2022	9	3		
9/4/2022	2022	9	4		
9/5/2022	2022	9	5		
9/6/2022	2022	9	6		
9/7/2022	2022	9	7		
9/8/2022	2022	9	8		
9/9/2022	2022	9	9		
9/10/2022	2022	9	10		
9/11/2022	2022	9	11		
9/12/2022	2022	9	12		
9/13/2022	2022	9	13		
9/14/2022	2022	9	14		
9/15/2022	2022	9	15		
9/16/2022	2022	9	16		
9/17/2022	2022	9	17		
9/18/2022	2022	9	18		
9/19/2022	2022	9	19		
9/20/2022	2022	9	20		
9/21/2022	2022	9	21		
9/22/2022	2022	9	22		
9/23/2022	2022	9	23		
9/24/2022	2022	9	24		
9/25/2022	2022	9	25		
9/26/2022	2022	9	26		
9/27/2022	2022	9	27		
9/28/2022	2022	9	28		
9/29/2022	2022	9	29		
9/30/2022	2022	9	30		
10/1/2022	2022	10	1		
10/2/2022	2022	10	2		
10/3/2022	2022	10	3		
10/4/2022	2022	10	4		
10/5/2022	2022	10	5		
10/6/2022	2022	10	6		
10/7/2022	2022	10	7		
10/8/2022	2022	10	8		
10/9/2022	2022	10	9		
10/10/2022	2022	10	10		
10/11/2022	2022	10	11		
10/12/2022	2022	10	12		
10/13/2022	2022	10	13		
10/14/2022	2022	10	14		
10/15/2022	2022	10	15		
10/16/2022	2022	10	16		
10/17/2022	2022	10	17		
10/18/2022	2022	10	18		
10/19/2022	2022	10	19		
10/20/2022	2022	10	20		
10/21/2022	2022	10	21		
10/22/2022	2022	10	22		
10/23/2022	2022	10	23		
10/24/2022	2022	10	24		
10/25/2022	2022	10	25		
10/26/2022	2022	10	26		
10/27/2022	2022	10	27		
10/28/2022	2022	10	28		
10/29/2022	2022	10	29		
10/30/2022	2022	10	30		
10/31/2022	2022	10	31		
11/1/2022	2022	11	1		
11/2/2022	2022	11	2		
11/3/2022	2022	11	3		
11/4/2022	2022	11	4		
11/5/2022	2022	11	5		
11/6/2022	2022	11	6		
11/7/2022	2022	11	7		
11/8/2022	2022	11	8		
11/9/2022	2022	11	9		
11/10/2022	2022	11	10		
11/11/2022	2022	11	11		
11/12/2022	2022	11	12		
11/13/2022	2022	11	13		
11/14/2022	2022	11	14		
11/15/2022	2022	11	15		
11/16/2022	2022	11	16		
11/17/2022	2022	11	17		
11/18/2022	2022	11	18		
11/19/2022	2022	11	19		
11/20/2022	2022	11	20		
11/21/2022	2022	11	21		
11/22/2022	2022	11	22		
11/23/2022	2022	11	23		
11/24/2022	2022	11	24		
11/25/2022	2022	11	25		
11/26/2022	2022	11	26		
11/27/2022	2022	11	27		
11/28/2022	2022	11	28		
11/29/2022	2022	11	29		
11/30/2022	2022	11	30		
12/1/2022	2022	12	1		
12/2/2022	2022	12	2		
12/3/2022	2022	12	3		
12/4/2022	2022	12	4		
12/5/2022	2022	12	5		
12/6/2022	2022	12	6		
12/7/2022	2022	12	7		
12/8/2022	2022	12	8		
12/9/2022	2022	12	9		
12/10/2022	2022	12	10		
12/11/2022	2022	12	11		
12/12/2022	2022	12	12		
12/13/2022	2022	12	13		
12/14/2022	2022	12	14		
12/15/2022	2022	12	15		
12/16/2022	2022	12	16		
12/17/2022	2022	12	17		
12/18/2022	2022	12	18		
12/19/2022	2022	12	19		
12/20/2022	2022	12	20		
12/21/2022	2022	12	21		
12/22/2022	2022	12	22		
12/23/2022	2022	12	23		
12/24/2022	2022	12	24		
12/25/2022	2022	12	25		
